,alltottils,B-cells,DC,Macrophages,Exhausted CD8,T-cells,CD8 T cells,Neutrophils,Cytotoxic cells,Treg,NK CD56dim cells,Mast cells,NK cells,Th1 cells
TCGA.EK.A2PI.01A.11R.A18M.07,3.598895567,0.575081825,3.442162105,6.6969904,4.416418983,3.373100727,4.289323467,2.521834702,5.062752981,5.230756371,1.133225653,6.329825538,2.773151585,2.091022751
TCGA.EK.A2R8.01A.21R.A18M.07,4.815304511,0.891777055,3.06015575,5.772357769,4.839261212,5.27487242,7.013586353,5.209120265,6.789976861,5.10277989,1.947477926,6.055090331,3.076759562,4.095705046
TCGA.C5.A2M2.01A.21R.A18M.07,4.330042214,2.133265564,2.988763602,6.204514237,5.027492437,4.970727815,6.935338728,2.804794894,5.406052906,4.351105314,1.522313862,4.190237997,1.986276273,2.948675597
TCGA.EK.A2PG.01A.11R.A18M.07,4.445683507,2.801634773,3.044269533,6.451315962,4.347195804,5.032666929,5.671986124,3.177231139,6.075156197,4.538171856,2.354105655,3.221876933,2.243961777,3.442585265
TCGA.EK.A2PK.01A.11R.A18M.07,7.779231389,4.577145198,6.423687686,8.817712357,7.717655325,7.7116759,8.756410506,5.578007608,10.34817029,7.178873958,6.420479822,6.095571679,7.07198731,7.633064241
TCGA.EK.A2RL.01A.11R.A18M.07,4.349758103,1.884085182,1.787778863,5.999889164,4.420253973,4.703618613,8.175913328,4.229054668,5.26946404,3.971902171,0.819217855,2.856228417,1.769637785,3.376776572
TCGA.C5.A2LY.01A.31R.A18M.07,7.057229508,4.29138564,5.190813597,8.664368903,7.161488544,8.076070038,9.567287985,4.513463363,9.556213105,5.996244108,3.947873774,5.647387037,5.361966537,6.711344848
TCGA.EK.A2PL.01A.11R.A18M.07,4.862364233,2.177901495,3.820207615,6.452148589,5.234392125,5.433611683,7.961495677,2.745921894,6.485443895,4.796125292,1.654744015,4.179098124,3.891510698,3.614544955
TCGA.EK.A2PM.01A.11R.A18M.07,2.524776084,0.086980877,2.348416346,5.700442016,4.039906089,1.698986549,4.021257809,2.031147701,2.474237591,3.135091552,0.635496396,1.19439775,2.446968803,0.443924858
TCGA.C5.A2LT.01A.11R.A18M.07,6.112496642,3.75207212,5.867843748,7.886411238,7.0735135,6.856814945,8.010348671,4.631465078,8.130985642,6.331085332,3.47960127,8.197486249,2.813945234,5.106289686
TCGA.EK.A2RC.01A.11R.A18M.07,6.030723701,3.565185366,4.964320267,7.702657317,5.76449287,7.104455366,8.535380851,3.88387297,7.926473966,6.231150124,2.793627859,7.029241632,4.445321213,5.068421456
TCGA.EK.A2R7.01A.11R.A18M.07,6.279416062,5.633006398,5.565974867,7.710669332,6.674686311,7.015189821,8.558556011,4.037042562,7.612478358,6.359972645,3.585731921,7.311813391,3.747667705,4.782004847
TCGA.EA.A3HS.01A.11R.A213.07,5.430424575,3.133002075,4.500521741,7.915239936,5.048443148,5.684424293,6.551390909,3.117789765,7.26107973,6.556814103,2.773471349,5.580932172,4.421721489,4.822352857
TCGA.FU.A3EO.01A.11R.A213.07,4.872608072,2.929660213,5.042650245,7.490809716,4.718103565,4.998777077,6.836268363,4.855089713,6.535756805,2.818298404,2.027459675,5.936972113,3.40367873,3.119737968
TCGA.C5.A1BQ.01C.11R.A213.07,6.655752368,2.581772925,4.903616324,9.463960828,6.95414012,7.459357732,9.64546088,4.056926146,8.792154982,6.113546321,3.134391017,5.54241687,4.74531452,6.703715353
TCGA.IR.A3LK.01A.12R.A213.07,5.546051574,2.342961851,5.550813406,8.268906341,6.115565436,5.942020173,6.986530267,3.690722189,6.914107971,6.019437277,2.802493847,5.49426471,4.104890639,4.605209844
TCGA.EA.A3HU.01A.11R.A213.07,7.701584084,5.160154748,5.926773132,9.6043238,8.486713207,8.612314463,8.53384332,3.951725623,10.1797264,6.563585261,5.259210786,4.398306391,5.835873455,7.660986358
TCGA.FU.A3EO.11A.13R.A213.07,3.889659423,2.052404194,2.587236365,5.093507279,5.711460282,3.779945877,5.296927389,1.88932326,5.2868973,3.029011087,1.01197942,8.357511276,2.106437227,3.662296662
TCGA.C5.A2LZ.01A.11R.A213.07,5.838798191,4.136528305,4.105840753,7.176784663,6.081029258,6.412588555,7.468446343,3.349692273,7.751740757,6.667085989,3.187205039,7.469800091,4.359548828,5.116027833
TCGA.IR.A3LL.01A.11R.A213.07,7.112652078,3.364464413,6.695557985,9.429992643,7.465902553,7.966794593,9.486451994,4.384328908,9.736765029,7.634230952,4.945316875,6.267997524,4.377859248,7.060970396
TCGA.C5.A3HD.01B.11R.A213.07,3.39172856,1.366702657,2.867984678,5.356246982,4.561678925,4.025884162,3.060970991,2.024988156,4.70305773,4.860481157,1.512382485,6.59739099,1.094572844,2.803702345
TCGA.FU.A3HZ.01A.11R.A213.07,5.25085743,1.283343292,5.031350845,7.693308687,6.07834325,5.27595202,10.70817685,2.91450713,6.904695964,5.427606173,1.831062242,4.980625023,2.789574281,4.366979584
TCGA.HG.A2PA.01A.11R.A213.07,6.018073944,3.648408698,5.130023074,7.564632779,5.837529107,6.61389628,9.459087384,4.914683394,7.978451149,6.518404523,3.064215368,9.013258251,3.413710143,4.105493707
TCGA.EK.A2RN.01A.12R.A213.07,4.954631458,1.648659082,2.744831672,8.248757778,5.066110477,5.038669997,6.335798425,4.719954466,5.85801328,7.187120432,2.028558421,4.469402063,1.702660334,4.603335551
TCGA.C5.A3HF.01A.11R.A213.07,5.688638151,4.201733753,4.985935565,6.912448199,5.611666138,7.028188471,8.164302428,3.888857472,6.732087249,7.486352367,2.971984975,7.480233305,3.047355801,4.417866014
TCGA.EK.A3GJ.01A.21R.A213.07,5.979392348,1.322044621,7.088040145,8.785559914,6.578844339,6.913673556,8.341540455,4.382953293,8.318589786,5.373369806,2.457599508,4.235958275,3.298101461,5.519730595
TCGA.C5.A3HL.01A.11R.A213.07,4.777964282,2.657049066,2.854001061,6.552287511,5.412999767,4.742660651,7.179412711,3.914152292,6.443547052,5.634384167,1.795155966,6.636857059,2.954071851,2.612753519
TCGA.IR.A3L7.01A.21R.A213.07,3.490801469,0.39825814,2.344638462,5.636564763,4.896573352,3.970694479,4.624306558,2.793659402,4.243199399,5.502429265,0.911694461,4.454587901,1.923341608,2.150429698
TCGA.EK.A3GK.01A.11R.A213.07,5.645224233,1.694471462,3.720820845,7.443255367,5.875623226,6.006708982,9.082480084,2.788293625,7.378484488,5.705297851,3.531726585,5.647753644,4.686696816,4.543730952
TCGA.IR.A3LC.01A.11R.A213.07,4.897593232,2.126371818,3.743239897,7.974553965,4.676621244,4.926020002,4.436111977,3.142466933,7.407920784,4.769829911,2.100640352,7.616007112,4.310298283,4.181794306
TCGA.EK.A3GM.01A.11R.A213.07,3.656330378,1.786189866,3.142177645,6.205824212,3.32354335,2.836294524,6.084469513,2.339340935,5.249142538,3.463033855,1.231581239,5.438968568,2.033113299,2.495950937
TCGA.EA.A3HQ.01A.11R.A213.07,5.611671151,2.658717522,6.496006031,9.904216852,5.857047753,6.382186304,6.867250754,4.554759142,6.487713565,7.222117703,2.828471297,5.057719139,1.615096489,4.239077203
TCGA.EA.A3HR.01A.11R.A213.07,5.225324771,2.221159682,4.007716704,7.516933264,5.512194028,5.298254067,6.250875685,4.980865466,6.116540651,5.526043765,1.987163878,5.718910821,4.475992965,4.206033638
TCGA.IR.A3LH.01A.21R.A213.07,7.734123673,6.009942037,7.20604548,10.48359437,8.106784567,8.476684369,9.28754663,6.28436765,9.030904402,7.643801366,4.632584315,4.981429643,4.395818639,6.509691092
TCGA.EK.A3GN.01A.11R.A213.07,3.121547159,1.173970132,1.950272656,5.454948767,3.309853189,2.630939897,3.614876099,2.072559945,4.207535652,4.01564921,0.791132215,5.439889949,4.342526327,1.370889631
TCGA.JX.A3Q8.01A.11R.A21T.07,5.780828587,2.020396369,4.738007127,8.049454653,5.622777259,6.124396416,9.418801844,3.66013808,7.663847728,6.256380433,3.806840329,6.163371856,4.080425838,4.686915067
TCGA.FU.A3NI.01A.11R.A21T.07,5.125776158,2.896021283,4.278534448,8.320997774,5.07266769,5.891621762,6.09574211,3.457258632,6.244035307,6.088381206,2.106417821,5.413689125,2.941427353,3.941247192
TCGA.FU.A3HY.01A.11R.A21T.07,3.815355053,0.736580335,2.32232057,5.723721107,3.609845666,4.306139072,4.216566538,5.171589889,5.748455287,3.877685363,1.238541285,4.826848773,2.547601959,1.138945498
TCGA.HM.A3JJ.01A.21R.A21T.07,5.618143124,3.778490925,5.061417337,8.371258297,5.927243781,6.254193764,7.254512227,4.189452051,6.946152686,6.950993232,2.771604423,7.792535545,2.301442513,4.502502462
TCGA.HM.A3JJ.11A.12R.A21T.07,4.699544651,1.46380549,6.534491566,7.676217127,5.552019221,4.563750026,6.009984331,2.933846555,6.179088541,1.422179168,2.3840269,10.07472476,2.450864849,4.101952567
TCGA.DS.A3LQ.01A.21R.A21T.07,4.932071907,2.812146182,4.51955275,9.432190743,5.078628651,5.557273646,5.880502734,4.016038514,5.037216181,6.579089615,2.007554565,6.773032238,1.661533372,3.81780742
TCGA.EA.A3HT.01A.61R.A21T.07,5.015600128,2.22505219,4.661033616,8.776160117,4.642957344,5.528323025,6.135196133,5.506421669,5.932136175,7.348150961,2.016496086,7.180292115,1.202242285,3.895486825
TCGA.EA.A3QE.01A.21R.A21T.07,7.724859289,5.908887552,5.736739511,9.147121706,7.494654861,8.348690664,9.384317592,4.701637022,9.308990372,7.799760821,6.042542587,6.812318306,6.018462698,7.171274893
TCGA.FU.A23K.01A.11R.A16R.07,6.067919216,5.578665397,5.984513159,7.535631073,5.779073963,7.615891493,7.927103828,3.935461714,8.214159491,4.406087629,3.416004833,7.883471102,3.089686253,5.517297743
TCGA.DG.A2KM.01A.11R.A180.07,9.329905861,7.509342785,9.10586626,11.7856567,9.612702879,10.18336485,11.73601946,5.98212701,11.16602788,8.997090827,6.589263406,6.006957053,6.096849624,8.772376933
TCGA.C5.A2M1.01A.11R.A18M.07,6.487923504,3.14933109,5.647561233,8.770814485,6.91390174,7.496459226,9.92823619,3.641745423,7.808440811,7.121322148,3.798791403,5.470225118,4.137259469,5.541613956
TCGA.C5.A2LV.01A.11R.A18M.07,5.315297736,2.674917871,4.658507848,8.058162088,5.990206459,5.669833213,6.438389908,4.490126071,6.992315647,6.681505488,2.730718123,6.861006591,2.311196801,3.712606785
TCGA.C5.A2LX.01A.11R.A18M.07,7.048594791,6.504131201,4.663951263,7.699215595,7.303677047,8.886204027,9.815670797,3.868602016,8.834283158,7.710973763,4.372557145,7.270079275,3.784813117,6.732027645
TCGA.EK.A2RB.01A.11R.A18M.07,4.565062946,0.971147448,2.332568324,6.487577363,4.378242971,4.892756262,6.295302068,2.864677384,7.398144244,5.324248966,2.12472416,1.660406123,4.146420924,4.000180326
TCGA.EK.A2RA.01A.11R.A18M.07,6.284445937,3.487758796,3.930360861,7.101465548,6.780070732,7.221278587,8.436009002,3.409561555,8.42437577,7.60450727,4.098950721,1.789413103,4.35408922,5.900866808
TCGA.EK.A2RO.01A.11R.A18M.07,4.298424616,0.736161129,4.058879609,6.660524803,6.303450314,4.650166257,5.527885696,2.55204135,6.466135132,4.956939475,1.681878349,3.899629532,2.733360085,3.310049225
TCGA.FU.A2QG.01A.11R.A18M.07,5.106080233,0.955804343,3.569342849,6.142128224,5.137780667,5.613057181,6.84983969,4.377728471,7.516397174,4.36357761,3.599644366,6.950688275,3.242555228,4.053093954
TCGA.DG.A2KL.01A.11R.A180.07,5.20973731,1.812023679,6.666033503,8.297450562,5.349538031,5.7903863,7.032314715,4.91382758,5.874710905,7.072397398,3.277030642,6.971934581,2.331404459,3.031942103
TCGA.FU.A23L.01A.11R.A16R.07,6.681080091,4.601985757,4.480958531,7.900531609,7.440379765,7.546484379,9.347746952,4.219419497,8.419598731,7.082950553,3.916477481,4.986356318,3.856966304,5.864441225
TCGA.EK.A2H1.01A.11R.A180.07,5.898346975,3.4592818,7.756907661,8.917284804,6.818940208,6.091626811,6.27683611,4.568857575,7.953447942,7.270343922,3.16822512,6.724505561,3.518289512,5.10266233
TCGA.EK.A2GZ.01A.11R.A180.07,5.407738878,2.180639384,3.356320697,7.817848634,5.956958295,5.943467929,5.765041845,4.30926086,7.162306248,5.320210265,3.52312368,5.422213421,2.52005321,5.348200545
TCGA.EK.A2H0.01A.11R.A180.07,4.533704178,1.085257186,3.234222918,7.13173436,4.934703274,4.136707892,3.8213646,4.109104344,6.739113102,5.081620844,2.359678778,5.679392957,4.13133591,3.315609702
TCGA.EK.A2IP.01A.11R.A180.07,4.904152548,1.526606549,2.844471487,6.756821637,4.801938629,5.860836493,7.562491814,3.858628003,6.99457928,5.88383095,1.960381229,4.476726203,2.559334521,4.279879828
TCGA.EA.A1QS.01A.61R.A22U.07,4.603071225,2.201299667,6.038141164,7.762620252,5.821127815,5.00809487,5.966507054,4.114590167,5.181149223,6.358774259,1.729733586,8.215265114,1.442502988,2.666211218
TCGA.FU.A3WB.01A.11R.A22U.07,4.194832456,1.495639819,3.332370766,5.66453065,5.433529628,4.770176331,6.828019627,2.458901731,5.376080447,6.004512628,1.501742827,4.582633689,2.708366203,2.445435381
TCGA.C5.A3HE.01A.21R.A22U.07,7.08678162,3.921089011,5.798522265,8.77273226,6.714847616,7.592115338,9.386509473,6.643985759,9.089041021,5.281075049,3.584215188,9.173687115,5.391776599,6.630495754
TCGA.FU.A3TQ.01A.11R.A22U.07,5.533759776,4.826693989,5.119943384,7.680093744,5.48535685,6.209278524,6.027758399,5.113208757,6.344404503,7.026219103,2.17664763,7.005882548,3.796824539,3.705026847
TCGA.EX.A1H6.01B.11R.A22U.07,4.956204674,2.856971555,3.579805501,6.429445176,5.03132972,5.595371763,7.109518807,2.459549507,7.183348414,4.908313353,2.279752806,7.877971357,2.980227128,4.602237129
TCGA.IR.A3LA.01A.11R.A22U.07,5.163918545,2.303060957,5.086410839,7.710818817,6.141747713,5.678720766,8.276807584,2.776717576,6.084292444,6.269482048,2.195087471,3.962627741,2.846635432,3.862193478
TCGA.IR.A3LF.01A.21R.A22U.07,5.557998594,4.378374018,4.344903728,7.110774284,6.077647192,6.834056156,8.103077112,2.980542825,6.530729751,5.966813425,1.78387957,7.24720933,3.150928527,4.558488063
TCGA.FU.A3YQ.01A.11R.A22U.07,6.753819023,6.225771671,6.324851699,9.247549921,6.303896506,7.250107936,8.061657515,6.298765427,7.626416517,7.568506437,3.442953776,7.498507059,4.141492259,4.98089815
TCGA.EA.A3QD.01A.32R.A22U.07,7.566035054,6.675101489,6.640817304,9.611126986,7.750198484,9.018856943,9.917129384,4.777886371,8.892138412,8.661329902,3.347952593,7.307960519,4.373923897,7.267289523
TCGA.C5.A2LS.01A.22R.A22U.07,3.67643512,2.862459196,2.292040851,4.335763809,3.895567514,3.693226116,7.81017623,2.780967084,4.494932907,3.926549816,0.758919173,3.990565206,1.3193247,2.133695033
TCGA.DG.A2KH.01A.21R.A22U.07,4.164891656,2.28443481,1.466515083,5.239755796,4.812218625,4.230549021,7.326562009,3.770972604,5.014664765,4.062907449,1.879065964,3.089170095,2.041857623,1.776735687
TCGA.FU.A3TX.01A.11R.A22U.07,5.394088581,3.576398885,4.255494397,6.978447882,6.025189512,6.385804935,8.655546333,3.65311271,6.48997844,6.603259876,2.601698657,5.218743495,2.070484068,3.723940754
TCGA.EK.A2R9.01A.11R.A18M.07,6.115626264,3.06002887,3.683079382,6.856504787,6.180258548,6.938030082,10.28668056,3.249043346,7.829788993,7.445123303,3.312590942,3.862966608,4.183846269,5.597986972
TCGA.EK.A2IR.01A.11R.A180.07,2.185851191,0.477376867,3.061020463,5.467109219,3.229677705,1.823348929,1.650669735,1.790247893,1.352829153,3.15704371,0.60776287,3.165665245,2.504623418,0.345282818
TCGA.EA.A3Y4.01A.51R.A24H.07,7.092424051,2.89010813,5.799436545,7.984774411,7.695478974,8.689402681,10.24398931,3.324345688,10.31379465,6.795905882,4.733975708,7.299463277,5.100136484,7.094095637
TCGA.EA.A411.01A.11R.A24H.07,5.099128644,4.018624642,4.798630775,7.73251723,4.855027721,5.83402402,5.622306044,4.318509866,5.750374551,6.713541861,2.265627975,7.368403482,3.366372844,3.336740407
TCGA.EA.A439.01A.11R.A24H.07,5.11019938,2.143984086,3.797719012,7.200820306,5.985205853,5.474020662,8.327943921,3.077109864,6.747758044,5.203463512,2.383395062,5.230496338,2.217857609,4.201563293
TCGA.FU.A40J.01A.11R.A24H.07,6.010154649,2.795594695,5.254256595,7.514210128,6.18830967,6.402140148,8.21945157,6.218394762,8.083277017,5.200425883,2.419504996,8.241676194,3.983127127,4.686310023
TCGA.IR.A3LB.01A.11R.A24H.07,4.809866589,1.846548564,6.882253995,7.566699332,5.623613601,6.042041236,7.032166087,3.188626671,6.531662438,6.118137507,1.716473523,6.766317233,1.357933617,3.838699702
TCGA.DS.A5RQ.01A.11R.A28H.07,5.180887408,2.090030637,3.23182297,7.929933769,5.343883976,6.039363735,7.774276866,4.156981605,6.373845507,6.373169669,1.831515681,5.475616005,2.277962382,4.257010618
TCGA.EA.A5FO.01A.21R.A28H.07,2.961203902,0.306948117,0.720209938,3.774574145,3.724495852,3.584959482,7.693720104,0.814777884,3.886074662,5.40310408,0.720379071,2.937351441,0.300446661,1.849358809
TCGA.EA.A5O9.01A.11R.A28H.07,4.516301127,0.990547975,5.281481068,7.156643793,4.178403003,5.392907727,6.792482222,3.632385076,6.952341014,6.042990088,1.639197683,4.853170997,1.947566096,3.747365915
TCGA.EA.A5ZD.01A.11R.A28H.07,5.536733925,2.785913967,5.489906016,8.950714434,5.298896032,6.159370064,6.499987201,5.959307671,6.1220282,6.963177,2.529262662,6.773171162,2.431163614,4.401917121
TCGA.EA.A5ZE.01A.11R.A28H.07,5.956161027,4.361323817,5.815782985,8.300288636,6.887209467,6.536743268,7.153827024,3.957360983,6.969395504,6.503714451,3.413912687,7.058271933,3.040975795,4.927716343
TCGA.EA.A5ZF.01A.11R.A28H.07,3.754058755,2.058449667,3.357346413,7.188924107,4.012440848,3.167578164,6.142489626,4.028967553,3.448256046,3.61022759,0.804061134,6.031676044,1.876277404,1.792896988
TCGA.FU.A5XV.01A.11R.A28H.07,5.245837138,3.3393844,3.70716963,7.111505133,5.65744688,5.714195807,6.227705823,5.021422669,6.394108903,5.391654318,2.455330824,8.417713266,2.454923415,4.550124946
TCGA.JW.A5VG.01A.11R.A28H.07,5.876257436,1.298069714,5.448723405,7.934310224,7.123969937,6.066747756,6.90617916,3.249885505,8.841346235,5.359285715,4.227088796,7.276465564,4.350866791,5.653111623
TCGA.JW.A5VH.01A.11R.A28H.07,3.452563834,0.556029895,5.150084888,5.245626908,4.018112466,2.046960208,8.840967863,3.329863373,3.434708937,3.091919818,1.335907952,4.897948794,1.26796749,2.039699918
TCGA.JW.A5VI.01A.11R.A28H.07,6.021304008,4.451295521,5.503644247,7.918045057,6.149195491,6.619902586,7.79883018,4.24152784,7.354393198,6.201375094,3.130201977,6.649306792,3.636524511,5.438199686
TCGA.JW.A5VJ.01A.11R.A28H.07,4.72346818,4.351070206,4.067946787,7.465391897,5.373602138,4.97476889,5.500984074,3.583935583,4.960956621,4.904132413,1.865850797,5.129813489,2.22933615,3.620516033
TCGA.JW.A5VK.01A.11R.A28H.07,3.74030893,2.553962334,5.174514479,6.537424258,3.184506932,4.064311238,4.567796359,4.227098125,4.456424549,5.184141414,1.300573756,5.543747077,3.717119792,1.488052203
TCGA.JW.A5VL.01A.11R.A28H.07,6.090530631,1.742541171,4.54688226,8.340089911,6.280539342,6.825728391,7.568034973,3.746133195,8.1533166,6.202488248,4.081107855,0.900767455,4.929792807,5.968053878
TCGA.JX.A5QV.01A.22R.A28H.07,5.282349998,2.431707914,5.333448526,7.73404704,5.456184405,6.212550033,7.753771225,3.802849638,7.790931488,5.441981378,2.227957141,8.637816329,1.582774888,4.104621816
TCGA.LP.A5U2.01A.11R.A28H.07,5.004172617,1.80497004,3.543470361,6.519684004,5.925323653,6.128339662,7.847579757,2.446071873,6.448510991,4.776325114,2.684833049,1.659969555,2.932520858,3.929866728
TCGA.LP.A5U3.01A.11R.A28H.07,5.623110958,1.814701944,3.33922631,8.170668236,5.765025262,6.129227759,7.358168785,4.335044865,7.323799849,5.522529746,2.617071266,4.624477226,3.695258105,5.068047342
TCGA.Q1.A5R1.01A.11R.A28H.07,4.784195809,4.311463577,3.442984305,7.05186342,4.68431571,5.412669839,6.593846322,3.432792803,5.815698821,4.578467799,1.479170668,7.307187309,1.855153502,3.363157057
TCGA.Q1.A5R2.01A.11R.A28H.07,5.813808628,3.043503912,4.284432256,8.626392737,6.039063932,6.400360178,8.460335211,4.369757722,7.740459941,5.358526374,2.540613438,5.997864584,3.364963281,5.60295862
TCGA.Q1.A5R3.01A.11R.A28H.07,5.253618956,3.02352768,3.290569609,7.039715286,5.622708662,6.488564156,7.452891331,4.178969305,8.017023985,1.802027737,3.906283373,7.026149904,2.290167132,3.816620185
TCGA.EA.A44S.01A.12R.A26T.07,5.742620887,3.322763601,4.960892611,8.018810309,6.001060716,6.125566949,7.791868907,3.680133874,7.493026005,5.467318613,3.027151936,6.774389839,4.303580973,4.673595996
TCGA.EA.A4BA.01A.21R.A26T.07,2.834825093,1.938582671,3.739402169,4.311232697,3.373732485,2.50345024,2.693159352,1.35834756,2.730507597,1.504874589,0.679686299,5.68394514,4.426606572,2.484163916
TCGA.EA.A50E.01A.21R.A26T.07,5.043318216,2.687029874,6.201508709,9.141867653,5.258290318,5.070368714,5.746691924,5.146205443,5.796279003,5.059783557,1.946434352,5.535984294,1.535957346,3.977060068
TCGA.EA.A556.01A.11R.A26T.07,4.478037829,2.122068121,4.721322622,7.115953057,4.712662629,4.624645639,5.544753047,4.334649264,5.847190561,6.02939546,1.745423767,5.934287285,2.258936221,3.124046848
TCGA.FU.A57G.01A.11R.A26T.07,4.022787408,2.369771854,5.054030761,6.967259601,4.43070971,4.3479067,4.325632512,4.298750953,4.755338324,3.696105128,1.471131976,5.217002635,0.955641303,2.56883473
TCGA.HM.A4S6.01A.11R.A26T.07,6.281139213,2.719135972,3.665420134,9.241062779,6.682729199,6.687533305,8.260803386,4.819573848,7.978849595,6.398637677,3.380377501,3.456260556,4.207334119,4.925368101
TCGA.MU.A51Y.01A.11R.A26T.07,6.712854216,4.947807251,5.668961224,9.476630404,6.266389963,7.666492061,8.579442252,4.786270051,7.830243069,6.984933351,3.194786293,5.470608268,4.433374891,5.960381966
