,alltottils,B-cells,DC,Macrophages,Exhausted CD8,T-cells,CD8 T cells,Neutrophils,Cytotoxic cells,Treg,NK CD56dim cells,Mast cells,NK cells,Th1 cells
TCGA.E9.A6HE.01A.11R.A31O.07,4.772476025,2.264765898,4.705175025,8.777410255,4.492852973,5.144301913,6.595084711,3.479521223,6.188461681,4.110764122,1.732854222,6.996730271,1.949705171,4.190188151
TCGA.EW.A6SA.01A.21R.A32P.07,2.5881205,0.85950509,1.258518326,5.974512446,2.189178954,2.140140986,4.12657245,2.086629882,2.383238378,4.643284769,1.35622727,7.558290652,0.36223778,0.949497581
TCGA.LD.A66U.01A.11R.A31O.07,6.256688923,5.551525128,4.49072747,7.562388147,6.725726594,7.622464395,8.337873229,3.850586343,7.223479522,5.172023397,2.996549802,8.469789066,3.373747001,5.955329079
TCGA.LL.A6FP.01A.11R.A31O.07,2.636186106,0.47059209,1.446574099,5.996568031,3.428942802,2.295869485,2.839657319,2.681746016,2.588420474,3.833497337,0.620499088,5.084634944,0.278613339,1.422286832
TCGA.LL.A6FQ.01A.11R.A31O.07,3.899577911,1.274786477,4.868167286,8.4843369,4.219331727,3.639315804,4.792021891,3.464473425,4.458742282,4.338581298,1.694970277,6.162870613,1.210506037,2.513566542
TCGA.LL.A6FR.01A.12R.A31O.07,3.241582246,0.734611038,2.733220957,7.188246042,4.170157636,2.631071394,6.235618611,3.185136645,2.440267243,3.193093596,1.957256066,5.312904342,0,1.520195926
TCGA.LL.A73Z.01A.11R.A32P.07,5.914387626,4.795766331,6.231292657,8.958643942,6.295083998,6.954431185,7.24620605,3.395495746,6.622483473,6.314023957,2.556956193,6.923398563,3.355803588,4.968229023
TCGA.LL.A740.01A.21R.A32P.07,4.447063045,2.585826109,4.554812197,9.084483725,5.707578042,4.833430516,4.145182213,4.065501044,3.985659612,6.953534148,1.680641676,7.836721296,0.625330137,2.643463723
TCGA.OL.A66L.01A.12R.A31O.07,5.745083761,4.780422596,6.914418048,8.675357561,6.011982258,6.642568812,7.354062831,4.48746159,7.267114234,4.629869487,1.53341989,8.884672143,2.571208593,5.681966429
TCGA.OL.A66N.01A.12R.A31O.07,5.584762361,6.003427206,4.925815952,7.911871585,5.492094221,6.23948237,7.353067242,3.971549746,6.598853916,3.911010814,1.929000981,10.09992924,2.34474365,4.558720701
TCGA.OL.A66O.01A.11R.A31O.07,3.681521121,3.038495234,1.452122421,5.878716724,4.047758283,3.597864355,5.377437873,3.074854476,3.476131123,4.141400091,1.58629633,7.986283221,1.493592713,2.767252228
TCGA.OL.A66P.01A.11R.A31O.07,8.02226906,7.795588598,6.1653111,10.1235482,8.156161445,8.575243164,9.652844028,4.692039252,10.03271036,6.212956418,6.071693975,8.504697325,4.893639508,7.397682333
TCGA.S3.A6ZF.01A.32R.A32P.07,5.591307834,5.405052984,4.547640014,8.813427613,5.198064833,6.347117994,6.982430626,3.81549784,5.699971141,6.133232651,2.448727881,8.070752612,2.334818177,4.150096575
TCGA.S3.A6ZG.01A.22R.A32P.07,5.184819503,3.543235404,3.257929546,8.683087058,5.573204314,6.069281599,6.558266098,3.522161255,5.307723807,5.997931406,1.989529163,8.678602273,2.289795343,3.718295861
TCGA.S3.A6ZH.01A.22R.A32P.07,4.948648747,2.685256285,4.735477841,8.045579856,4.572587935,5.693462612,6.676726223,3.191194516,5.338403595,5.848004421,2.245315699,8.111456203,2.833068366,4.010502371
TCGA.A7.A0CE.11A.21R.A089.07,5.62852722,3.843439712,8.105568051,9.41104829,5.537720927,5.638907643,7.517438134,4.497022668,6.217231108,4.814858002,1.875662488,8.175330085,3.136538772,4.595420114
TCGA.A7.A0CH.11A.32R.A089.07,5.995978506,6.154608115,9.094282707,9.986001538,6.127625815,6.025668063,5.769772387,5.437718664,6.666803102,4.936364684,2.918561109,7.620917411,2.468341483,4.647976408
TCGA.A7.A6VV.01A.22R.A33J.07,5.268307364,4.191815768,5.175962111,9.548094068,5.245416544,5.666562384,5.538381023,4.063222611,5.060762549,7.169108245,2.631982613,4.843221813,1.775134568,4.378005204
TCGA.A7.A6VW.01A.21R.A33J.07,4.751857884,3.56000657,4.483279357,9.034957531,4.784741669,4.035939955,4.56030004,5.256398209,5.283708118,3.629111778,1.925162186,3.799334298,3.071052018,3.068326861
TCGA.A7.A6VX.01A.12R.A33J.07,4.005500776,0.945412692,3.171599337,8.452953842,4.369289977,4.369069206,5.300514031,3.64299682,3.490582846,6.02946172,1.809037802,5.247631527,0.878313282,2.281253134
TCGA.A7.A6VY.01A.12R.A33J.07,6.07286929,5.344798242,7.493492025,9.468799299,6.513972633,6.725563029,6.696299638,4.56589473,6.612028737,7.787269854,2.971250578,6.279993083,2.340962982,5.715325074
TCGA.AC.A6IV.01A.12R.A33J.07,6.473076766,4.011689421,7.0606634,10.402466,6.671392253,7.384561774,7.646043407,5.925677301,6.780999269,6.649069316,2.380901481,9.605636511,2.986554368,6.046608923
TCGA.AC.A6IW.01A.12R.A33J.07,6.852843352,5.131698169,7.066097121,10.4642566,7.581530852,7.632639831,8.932514247,4.25881546,7.104081452,8.524005673,2.847545112,2.136358202,3.536608359,6.545410885
TCGA.AC.A6NO.01A.12R.A33J.07,4.150898475,3.562908898,3.438026095,6.702785857,4.343042638,4.647305531,5.268778214,3.195687834,4.217877612,5.605343206,1.640749331,5.987138047,0.912214244,2.873143853
TCGA.BH.A6R8.01A.21R.A33J.07,5.176337487,2.732274679,3.745307548,8.83261555,5.261849916,5.653996895,6.175055443,3.633483075,5.629073099,7.420011566,2.679529743,7.222969952,2.589264075,4.766499756
TCGA.D8.A73U.01A.11R.A33J.07,8.096267383,6.804708528,6.215957376,10.89847678,8.547278591,9.094406517,9.958499896,4.521060589,8.785080872,7.894857164,5.518155833,8.346302578,4.711598509,8.013214345
TCGA.E9.A1RA.01A.11R.A14D.07,4.930133338,4.868088845,4.009502173,8.202853856,5.07020661,5.808437048,6.009818096,3.062964825,5.392837264,5.41089395,1.684457373,6.378263157,1.163921793,3.918796466
TCGA.EW.A1P1.01A.31R.A14D.07,5.875421137,2.000261109,7.046633675,9.815054156,6.011974274,7.160673145,7.548633691,4.354878511,6.875118995,6.18003047,2.166783884,6.216925222,2.921355272,5.267738031
TCGA.EW.A6S9.01A.22R.A33J.07,4.118369385,3.063802203,3.090838748,8.362527569,4.479809747,4.161218613,4.385450763,3.314953065,3.211839052,6.105803772,1.744842895,8.184965979,0.960306543,2.751913556
TCGA.LD.A74U.01A.13R.A33J.07,5.392187551,3.128980383,5.829785351,10.02226137,5.622517148,5.728833888,6.628361145,3.773070174,5.895602674,5.639634464,2.074075159,9.434309372,1.992764763,4.784383579
TCGA.LL.A73Y.01A.11R.A33J.07,5.833216591,5.934352411,6.310394281,8.583310525,5.608464977,7.328849522,6.992633901,2.971911445,5.602706628,7.816836467,2.695024427,6.0201806,2.707270526,5.09093386
TCGA.OL.A6VO.01A.12R.A33J.07,4.880374081,3.207439413,5.286716479,8.524578465,5.527005224,5.363714511,5.776050699,3.634333529,5.283019655,5.883677018,2.394717513,2.149011933,1.727715018,3.594703798
TCGA.OL.A6VR.01A.32R.A33J.07,3.58571304,3.332566441,3.355841543,6.819232967,3.568448388,3.426583346,4.114310104,3.188528097,3.030179801,4.744903785,1.037498269,5.475901813,0.860529628,2.761349108
TCGA.A2.A4S1.01A.21R.A266.07,5.518724865,1.054086611,6.568090827,10.29474248,6.220609441,5.113750577,6.552244394,4.366745666,6.438748421,3.993112752,2.905004302,6.372241349,3.576472049,4.36243482
TCGA.AC.A7VB.01A.11R.A352.07,3.011502181,0.967063949,4.185854623,6.735323598,3.187229435,2.340007,4.538695262,3.005408842,2.623347718,4.870793765,0.87516865,4.898784007,0.717745758,1.60814687
TCGA.AC.A7VC.01A.11R.A352.07,3.889110585,1.696086308,6.513636841,8.992000219,4.616801417,3.046926835,3.567341766,2.179704597,5.088298923,3.496948024,2.032235923,4.080475107,0.623020764,2.726722248
TCGA.AQ.A7U7.01A.22R.A352.07,7.556326208,7.685541414,5.423287626,9.870921643,8.000435782,8.862006391,9.651447274,4.598178923,7.625090765,8.843340717,3.603231213,8.746081985,4.024632902,7.016185399
TCGA.BH.A8FZ.01A.11R.A352.07,6.409666952,6.031416874,7.497977711,10.0823408,6.248878857,7.206291766,7.481492414,5.384095518,5.987284308,7.310981701,2.70750616,10.92159488,2.805321616,5.354148864
TCGA.BH.A8G0.01A.11R.A352.07,6.408778048,7.646872491,6.059355242,10.3715757,6.009005409,7.003524784,7.201359669,4.469529517,6.343726664,5.302816194,2.315369832,8.914723857,2.744561094,5.350914437
TCGA.D8.A73W.01A.22R.A352.07,5.030476673,2.440494324,5.32726785,9.811929804,5.407192981,5.003017656,5.2295214,4.640431457,5.164410607,4.987657395,1.873827912,5.794335038,1.903995247,3.84578107
TCGA.E2.A1BC.11A.32R.A12P.07,4.233474057,1.445165437,6.751334108,8.605274103,4.566919455,4.594613161,4.896172963,3.877647554,5.169614346,0.776861994,1.254125764,7.790000989,0.64873561,3.71454227
TCGA.LD.A7W5.01A.22R.A352.07,6.989306863,7.372210329,5.875266152,8.221433129,7.111670702,8.458639991,8.361669072,3.971322804,7.902564065,7.914538812,3.717312802,7.225217906,3.958815952,6.65866993
TCGA.LD.A7W6.01A.81R.A352.07,5.32188407,3.408033353,4.538264747,7.912179724,5.85913347,6.296558492,7.360951808,3.845638347,5.706347047,5.785929746,2.05959149,7.903646489,2.486437639,4.199923568
TCGA.LL.A7SZ.01A.32R.A352.07,6.714267865,7.412258305,6.958796638,10.71949381,6.480724034,7.422366352,8.077894079,4.102799487,7.367008183,7.534530116,2.946952408,6.632823005,3.420452575,6.602397491
TCGA.LL.A7T0.01A.31R.A352.07,5.212267979,4.576940736,5.05706842,8.482969497,5.454335689,6.293555091,7.106331107,3.174313966,5.567158497,6.471590682,2.118211083,4.722271912,0.932713352,4.749239263
TCGA.AC.A8OP.01A.11R.A36F.07,5.104191422,4.798242049,5.400332796,8.260166991,5.388194833,6.081811205,5.634974883,3.059793778,5.493780465,5.213638902,1.735099614,8.025696485,2.082884964,3.904686398
TCGA.BH.A8FY.01A.11R.A36F.07,3.259461777,0.653057838,2.833150361,7.886040097,3.642358177,2.275043454,3.341598748,3.631152572,3.190526043,3.676041687,0.752571108,5.035600096,0.571156305,1.915903274
TCGA.C8.A8HP.01A.11R.A36F.07,6.778693849,6.429343122,7.285478098,9.320814734,6.650433761,7.376431917,7.800734951,4.882737605,7.507620849,7.980222423,4.226678121,6.797706647,3.665812391,6.506662235
TCGA.C8.A8HQ.01A.11R.A36F.07,5.86712858,4.725071933,4.995346278,9.054599641,6.048664659,6.601333078,7.395151522,3.909619438,6.390524594,7.126793251,2.761524524,5.927070756,2.733437552,4.88853383
TCGA.C8.A8HR.01A.11R.A36F.07,6.357815108,5.094210129,6.711479272,9.12706685,6.646008039,6.980670221,7.743240593,4.599090417,6.898029058,6.832643216,3.37081357,6.910200431,3.3941123,6.035793241
TCGA.LL.A8F5.01A.11R.A36F.07,5.926307729,6.12269302,5.779092072,8.679550106,6.097206576,6.137235841,7.408860463,3.11720797,6.533697432,6.716449096,3.468948882,5.772062076,3.008258545,5.711951871
TCGA.PL.A8LZ.01A.31R.A36F.07,6.809181258,5.244983094,6.341376227,9.992935606,7.22501928,7.756823062,7.852783058,3.608942944,7.53657456,8.192903303,4.451699168,4.04786028,3.969476091,6.529580477
TCGA.W8.A86G.01A.21R.A36F.07,3.737980793,2.231389788,2.953738864,5.919762922,4.437574255,3.209665752,5.120507985,2.827542859,3.932411566,5.084217373,1.761809938,7.671878451,1.531995105,2.934422143
TCGA.XX.A899.01A.11R.A36F.07,6.819192764,7.033141205,6.642932929,9.935420688,6.575223859,7.774745814,8.028688524,5.270905274,6.877592892,6.369211704,2.773106116,9.800669587,3.379240679,5.830496193
TCGA.XX.A89A.01A.11R.A36F.07,6.195795975,4.416673805,7.479428286,10.31164163,6.104965109,7.123710077,7.094208254,4.605353649,6.306540639,7.598046543,2.340272046,5.247334956,2.887621471,6.294034363
TCGA.3C.AAAU.01A.11R.A41B.07,3.568934786,3.544703352,3.812665423,7.143087893,3.521251133,3.761292709,3.571206746,2.864279379,2.989069439,4.456043869,1.357919236,5.133152646,0.931730334,1.770871322
TCGA.3C.AALI.01A.11R.A41B.07,6.153093188,4.650278113,4.82504851,8.239912914,6.325187703,7.2363478,8.153117423,4.30438654,6.71561354,8.144247807,3.182004866,5.718296309,3.120911519,5.748088167
TCGA.3C.AALJ.01A.31R.A41B.07,5.849445988,4.803997714,5.329899634,8.811856055,5.626157349,7.048347114,7.792463194,3.13366603,6.203645424,7.055125141,2.325678038,5.073961865,2.922347177,5.668573016
TCGA.3C.AALK.01A.11R.A41B.07,5.093859487,3.963929487,4.048504881,7.449773104,5.19145792,5.87639198,6.26398541,3.387626006,5.537681995,7.268410064,2.82453965,8.393583184,2.38578956,3.913320284
TCGA.4H.AAAK.01A.12R.A41B.07,4.780491151,2.992874823,3.872563037,8.643292827,4.915690784,5.334246444,5.664114531,3.359941916,4.879943646,6.454750027,1.984994951,9.42399399,2.002212961,3.431248532
TCGA.5L.AAT0.01A.12R.A41B.07,5.998007925,5.033383039,3.984289967,8.26543001,5.947840688,7.173233119,7.832741892,3.821806559,6.458833096,6.334825673,3.238724328,8.74308858,2.89460565,5.547033322
TCGA.5L.AAT1.01A.12R.A41B.07,6.817903893,5.129045627,5.324482496,9.517958241,7.205963258,7.786652571,9.083637791,3.907416975,7.898816612,8.119452672,3.487215188,8.627548386,4.039016045,6.527938282
TCGA.5T.A9QA.01A.11R.A41B.07,3.232795456,0.420985629,2.39427229,7.225450392,3.386176822,2.596959985,5.096512576,2.047351207,3.677040265,2.233550656,1.193977937,3.642165744,1.084492203,2.220670465
TCGA.AC.A8OQ.01A.11R.A41B.07,6.507330312,7.376255249,6.322875197,9.478475863,6.801384211,7.253386192,7.636525774,3.8219649,6.319175009,8.224015184,2.98956755,5.124866939,3.222929385,6.080563868
TCGA.AC.A8OR.01A.21R.A41B.07,3.622595346,0.790452242,3.785218504,8.669755032,4.237033155,2.999622787,3.887857733,3.202672312,3.239691087,3.577573846,1.499190333,3.644665409,0.716647916,2.445355919
TCGA.AC.A8OS.01A.12R.A41B.07,6.076504994,5.027057186,4.770827438,8.844895642,6.336782622,6.934069441,7.633041795,3.913900528,6.30137506,6.325075145,2.408012791,10.30300501,3.46348611,5.431027842
TCGA.BH.AB28.01A.31R.A41B.07,5.344691403,5.687792081,5.110058499,8.687932513,5.128381168,6.52429344,6.345895366,3.126351414,5.196228483,6.537129856,1.527938329,5.841415546,1.828160913,4.518604377
TCGA.E2.A9RU.01A.11R.A41B.07,3.936839746,1.560131616,3.89104458,8.396875988,4.132245778,3.903009814,4.939377558,3.926138578,3.698580115,5.457193706,2.422325475,6.994756794,0.53181864,2.515460158
TCGA.LD.A9QF.01A.32R.A41B.07,7.477560746,6.632910207,5.710932324,10.80406144,7.387511759,8.654553579,8.848683585,5.248958143,7.891393702,9.18505381,4.006222106,7.197332004,4.120150452,7.098815348
TCGA.LL.A9Q3.01A.11R.A41B.07,4.987867857,2.277115451,4.625968569,8.368368811,5.280650883,5.933490451,6.947688073,3.772680944,5.553810708,6.166954402,2.054521502,9.251190527,2.174714859,4.300401984
TCGA.OL.A97C.01A.32R.A41B.07,5.734413889,2.240981273,5.78850157,9.260124214,6.525064495,6.547342219,7.801801455,2.912481391,6.818424476,5.991558126,2.099550525,4.039189453,3.137950344,5.948829754
TCGA.PL.A8LV.01A.21R.A41B.07,5.992104842,6.969947708,5.130597892,7.868744517,5.682909861,6.856829653,6.97326744,2.953408403,6.267630149,7.035285189,3.255647747,5.179388644,3.27584977,5.939148986
TCGA.PL.A8LX.01A.11R.A41B.07,3.788326235,1.253476932,2.817427648,8.209805087,4.159721538,3.347721531,4.13532658,3.154204312,4.183337297,4.765656734,1.597178302,4.466753787,1.398555055,2.76258269
TCGA.PL.A8LY.01A.11R.A41B.07,4.943821863,3.126949919,4.422890532,7.290145934,5.520540014,5.83628802,6.69351802,2.985432517,5.951372851,5.734549763,1.617026622,3.078517083,2.853820499,4.446196668
TCGA.S3.AA0Z.01A.11R.A41B.07,6.15109707,4.639820458,5.455203938,9.389027854,6.209926805,6.216750361,6.888676816,4.272310551,6.416929974,5.872117084,4.086359566,3.374368694,4.614898461,4.810653889
TCGA.S3.AA10.01A.21R.A41B.07,7.421810802,7.041749448,5.795002942,9.886116596,7.662483561,8.282136357,8.703345299,4.811051855,7.856812054,8.880638084,4.338311501,4.038042332,4.430071522,7.177604909
TCGA.S3.AA11.01A.31R.A41B.07,3.307483431,1.479348365,2.065055901,6.890957082,3.923334715,3.415169428,3.902018362,2.926676768,2.804176156,5.114671025,1.211677232,8.36456079,0.624670002,1.874010006
TCGA.S3.AA12.01A.11R.A41B.07,3.396756873,1.769288107,2.247914851,7.293128237,3.180385162,3.736161839,4.618178695,2.768957689,2.860852051,5.97614364,1.367090437,6.984973993,0.713604008,1.304452632
TCGA.S3.AA14.01A.11R.A41B.07,4.294273129,2.394216115,4.053361068,7.666171299,4.519575846,5.05578764,5.510518982,2.962957558,4.194212684,5.766989967,1.806130791,7.776085533,0.93035954,3.549274871
TCGA.S3.AA15.01A.11R.A41B.07,7.365640953,9.198407179,7.107176628,10.11381797,6.881554619,7.752213061,8.374775641,5.842504018,7.953332591,6.548533726,3.588129863,8.619870484,3.763514317,6.134607031
TCGA.S3.AA17.01A.11R.A41B.07,7.586310285,7.381114786,6.565979126,10.47957666,7.266065534,8.393841373,8.549402813,4.655035146,8.083723002,9.000356403,4.363734541,4.34206473,5.359396923,7.109033492
TCGA.UL.AAZ6.01A.11R.A41B.07,3.676792459,1.159052404,5.332363441,7.940047908,4.239904956,3.4674958,3.898155636,3.251239425,3.766909259,4.16695641,1.162809327,6.90478759,0.966511172,3.167438218
TCGA.UU.A93S.01A.21R.A41B.07,4.124016982,2.670849732,2.42633659,7.507916926,3.904609414,3.823321326,4.486353484,3.430744811,5.232477015,3.499667333,2.450357542,3.39644488,2.348628401,3.163418223
TCGA.WT.AB41.01A.11R.A41B.07,6.85718251,7.541352614,5.647040248,8.867019948,6.693073754,8.631978491,8.775943219,4.900639663,8.133315849,6.760817066,2.950625472,7.789512585,3.468650339,6.579499987
TCGA.WT.AB44.01A.11R.A41B.07,4.090082251,2.32157461,2.408756715,7.233737458,3.755244409,4.35401829,5.505046568,2.810812689,5.154377218,4.940772837,1.569379761,7.498424225,2.093035328,3.19298317
TCGA.Z7.A8R5.01A.42R.A41B.07,5.996891457,5.779476961,5.358340524,8.392698564,6.061061467,6.731375803,7.75628995,4.320228085,7.551287925,4.267985166,2.111134842,8.366367077,3.155411573,5.315627815
TCGA.Z7.A8R6.01A.11R.A41B.07,4.226234795,1.950730857,3.592072739,8.026825818,4.398719806,4.655741577,5.193127452,3.320271842,4.550361807,6.027917052,1.868899118,7.866940039,1.775439908,2.789854426
TCGA.OL.A6VQ.01A.12R.A41B.07,5.23463857,4.439706501,5.193643894,8.092664333,4.927707866,6.144080735,6.612413173,3.91923464,5.405185768,4.501954984,1.9241359,8.798869859,1.977410922,4.406223717
TCGA.BH.A0H9.11A.22R.A466.07,3.924368612,0.472797819,7.530576001,8.337204712,4.595738136,4.05020523,5.008789264,2.37803022,5.271537415,1.493391151,0.61667601,6.517437089,0.966826537,4.102439779
TCGA.E9.A54Y.01A.11R.A466.07,3.55028953,4.353158773,2.080831693,6.42978645,3.110404151,3.814062493,4.056230487,3.3574917,3.67430837,3.931077868,0.885982219,6.160996482,0.960040458,2.363703752
TCGA.DS.A0VK.01A.21R.A10U.07,3.993687073,2.371298303,2.741238678,7.012968501,4.243564536,4.589825361,5.717016305,2.994325405,4.799272896,4.575911312,0.995549897,4.481301982,1.242177794,2.596553553
TCGA.DS.A0VM.01A.11R.A10U.07,4.761780403,1.435919009,5.284260311,7.795702247,4.525294412,5.22251173,5.9164636,3.775376513,6.827079142,6.467722917,2.384324005,4.62037132,3.318383512,3.302070415
TCGA.DS.A0VL.01A.21R.A10U.07,5.742568277,2.808954311,3.625377987,7.261752324,5.973062405,6.295592484,7.580632596,3.927315263,8.141011548,6.376477933,2.872717027,6.150421837,3.905344207,5.035161997
TCGA.DS.A0VN.01A.21R.A10U.07,7.151192253,2.73124407,7.393414376,9.408493539,7.793625629,8.141976221,9.521648796,5.357704181,9.399998795,8.088690201,4.110392959,5.822552059,4.724105691,6.59949931
TCGA.BI.A0VR.01A.11R.A10U.07,6.854474209,5.233792744,5.59210259,8.14882619,6.478503147,7.380302158,8.794368389,4.325072564,8.386790923,8.236545714,5.535015298,7.260816002,4.263355188,6.226462289
TCGA.BI.A0VS.01A.11R.A10U.07,5.773741061,5.646810259,5.293480922,8.05730561,6.043090849,6.636126769,6.767445998,3.738416354,6.573400608,7.302453406,2.47774676,6.112682737,3.084333632,4.630556909
TCGA.DR.A0ZM.01A.12R.A10U.07,6.845233923,4.689771398,5.179000794,7.609437254,6.972983521,7.677693602,8.909678379,3.910021941,9.166941594,8.011113737,4.512742957,5.64650964,5.901785693,6.208926881
TCGA.DR.A0ZL.01A.11R.A10U.07,4.073122398,4.247175122,2.713359443,5.714464838,3.985030626,4.761794209,4.610783593,4.355686701,4.378218086,5.275144902,1.560138851,4.769985309,0.447629343,2.332249635
TCGA.C5.A1BJ.01A.11R.A13Y.07,6.237444193,4.71521859,5.39539511,7.473750165,6.472976002,7.451342875,7.39326917,6.352819469,6.998396501,7.15134539,2.964292206,8.190768553,2.986228179,5.471883273
TCGA.C5.A1ME.01A.11R.A13Y.07,5.361971237,4.062421497,3.767192777,6.689415775,5.611549325,6.198054117,8.309191638,3.798696693,7.485017416,3.687587042,2.095668851,7.45260625,2.729231646,4.350589181
TCGA.C5.A1MF.01A.11R.A13Y.07,5.54808427,4.723422073,4.331552299,7.608628277,5.814797606,6.397372601,7.001350855,3.951362708,7.933716425,1.412618959,2.359441019,7.35238353,3.706156491,4.629082628
TCGA.C5.A1BL.01A.11R.A13Y.07,6.50093987,4.285252466,6.407439212,8.871769221,6.277518432,6.937612417,8.321865018,4.507131443,8.10294798,6.604320452,4.206640973,4.572261707,4.453603438,5.512697803
TCGA.C5.A1BM.01A.11R.A13Y.07,6.32830019,4.296045952,5.417943168,9.609501286,6.353244008,6.47304381,6.821472888,6.005351378,6.97030941,7.367700422,3.348997979,5.194932534,3.715720339,5.191748187
TCGA.C5.A1M5.01A.11R.A13Y.07,6.109255284,4.892979707,4.504363124,7.236401931,5.864670497,7.271167521,8.384694707,3.817393298,7.358551538,7.386380729,3.845845157,6.408463551,3.719528091,4.951116828
TCGA.C5.A1BI.01B.11R.A13Y.07,7.038293836,5.390122366,7.127144384,8.913530474,6.887326333,7.462403041,8.095165966,5.615467458,8.247437539,7.271567608,5.184434067,7.098100229,4.275845681,6.845284295
TCGA.C5.A1M6.01A.11R.A13Y.07,3.005871356,1.319972269,3.003881935,4.939250187,5.491180056,1.886361437,6.672577121,3.059106189,2.672613784,3.342967129,0.991771396,4.591166966,0.196523918,1.330214177
TCGA.C5.A1BK.01B.11R.A13Y.07,7.284915005,6.403508447,4.839867054,8.018166913,7.273851652,8.570859775,9.796418414,4.829608712,9.035397393,8.700579126,4.123146989,5.995783014,4.352748483,6.928791936
TCGA.C5.A1BE.01B.11R.A13Y.07,4.801885319,2.2011586,4.973573646,7.590317466,5.782672928,5.700644005,6.426911727,3.428633371,6.014878591,6.719195764,1.740383162,6.426854048,1.437112311,3.648292862
TCGA.C5.A1M7.01A.11R.A13Y.07,5.621067551,6.179504526,4.927658297,6.861320265,5.640602864,6.05889736,5.849062309,6.420032955,6.180396259,7.365607685,2.942239439,7.700479213,2.470640818,3.589463893
TCGA.C5.A1M9.01A.11R.A13Y.07,4.39118468,0.345370993,4.341630162,7.630619207,5.372653264,5.144376608,6.745740111,3.634122222,6.349693004,4.657599993,1.439603825,3.645201825,1.269161603,2.63301264
TCGA.C5.A1BF.01B.11R.A13Y.07,5.659657016,2.726422475,5.442443044,7.756883398,5.634544684,5.725411639,6.15062873,5.729559504,7.608401789,6.565728158,3.208295017,5.50261959,4.427413867,3.938379898
TCGA.EX.A1H5.01A.31R.A13Y.07,4.52414402,4.100986521,3.189201611,5.237107024,5.290512699,5.495018436,7.044227526,2.035950092,5.636730278,5.993162581,1.527339832,7.69298555,1.873480676,3.83825596
TCGA.C5.A1ML.01A.11R.A14Y.07,5.030092415,1.665823477,4.53336175,8.106055622,5.728789202,5.259469617,7.104200095,4.063299738,5.838561281,6.657216966,1.92048766,5.202769756,2.263125766,4.047267902
TCGA.C5.A1MH.01A.11R.A14Y.07,6.679398041,5.397882951,6.53753129,9.951446532,6.995106311,7.509595363,8.626721426,5.088604678,7.499478616,7.723811775,2.881534923,5.409747271,3.146634156,5.803167612
TCGA.BI.A20A.01A.11R.A14Y.07,5.99506882,5.378834707,4.862773557,7.581036428,6.076717716,7.204964431,8.206340458,3.852573856,7.191078418,7.218306519,2.656476485,2.706124724,3.055508252,4.59487097
TCGA.C5.A1MI.01A.11R.A14Y.07,6.076904884,4.654182721,5.166953873,8.179959554,6.027449829,7.245706383,8.554073809,4.094140171,6.641512961,6.608877237,2.843093246,5.928152899,2.841626254,5.274272845
TCGA.C5.A1MJ.01A.11R.A14Y.07,4.696682279,1.89340673,6.069900988,8.69218681,4.898015188,5.022973495,6.337112357,3.999110183,4.83041283,6.700909905,1.680538945,5.76650923,1.706191512,3.359254084
TCGA.DS.A1OC.01A.11R.A14Y.07,6.221073856,3.68355729,6.061521685,9.048038356,6.149699607,6.816269974,7.84789595,4.239057489,7.811746763,6.00286901,4.384338152,7.268649671,3.621734265,4.643111567
TCGA.DS.A1OD.01A.11R.A14Y.07,7.623676916,6.07122598,5.819848608,8.351686929,7.938507938,9.15263773,10.74187669,4.157459431,9.305892184,8.631897314,4.601008718,7.488610185,4.993335459,7.002618143
TCGA.C5.A1MK.01A.11R.A14Y.07,5.149581709,2.903344533,5.003124695,8.383689482,5.718041824,5.762083284,6.401210619,4.657154506,5.537745069,5.874137916,2.502167698,5.21989433,1.790477466,4.124534929
TCGA.C5.A0TN.01A.21R.A14Y.07,4.515938816,0.485469574,4.104930509,7.485333088,4.95500321,4.662096491,5.538521775,3.819854492,6.082233737,5.552235648,2.987329887,2.86180181,2.253634026,3.513238062
TCGA.C5.A1MP.01A.11R.A14Y.07,6.465854303,4.67090517,6.304428883,9.567069906,6.351972063,7.516605344,8.330742239,5.156744766,7.102425733,7.974559139,3.409154061,6.971529354,2.997724964,5.166546746
TCGA.C5.A1MN.01A.11R.A14Y.07,3.703481231,0.910341452,4.690638325,7.125788924,3.765141268,3.908524647,4.277743616,4.428943135,4.908545396,4.256686126,1.093539041,3.988471628,0.521452788,2.265016749
TCGA.DS.A1OB.01A.11R.A14Y.07,4.748551004,2.483556468,4.931874416,9.068302603,4.573390036,4.767892503,5.481298143,4.33834341,5.438729802,5.991821125,1.668352572,5.281281911,2.966375739,2.803144358
TCGA.C5.A1BN.01B.11R.A14Y.07,2.9374689,0.99083587,5.071006638,4.714542301,3.523916258,2.848464285,3.347114476,2.064290705,4.46174288,1.650442903,0.748142455,4.998012996,1.86672726,2.291633025
TCGA.EA.A1QT.01A.11R.A14Y.07,4.754847237,1.841004278,4.269790946,7.412454953,4.678858773,4.976010807,5.965868569,4.246771402,6.281528616,5.869975016,2.299885653,5.722064095,2.418745703,3.875062468
TCGA.C5.A1M8.01A.21R.A13Y.07,3.997047094,1.153752124,4.039141658,7.166081602,5.480391096,4.001502595,6.894208729,3.137287966,4.692881345,5.621931712,1.380780934,2.695041958,1.202938606,2.222217226
